employee_id,first_name,last_name,email,department,job_title,store_id,region_id,hire_date,salary,is_active,manager_id
241,Felicia,Harrington,tarawilson@neal.com,Logistics,Supply Chain Manager,42,7,4/4/2021,135159.46,TRUE,
242,Jennifer,Daniel,aalvarez@harris.biz,Logistics,Supply Chain Manager,,4,1/23/2020,68058.73,TRUE,299
243,Richard,Escobar,kelly22@ferguson.com,Sales,Account Executive,34,2,6/19/2021,42369.12,TRUE,145
244,Gary,Newton,xstokes@watson-garcia.com,Operations,Shift Supervisor,2,4,11/14/2025,120135.12,TRUE,
245,Catherine,Bell,dcontreras@davila.com,IT,IT Manager,,5,11/18/2021,55664.48,TRUE,
246,Richard,Gordon,qhill@lee.org,Marketing,Content Specialist,,8,2/4/2022,144274.59,TRUE,287
247,Jennifer,Sullivan,fstrong@maynard.com,Finance,Accountant,5,9,4/14/2015,38194.85,TRUE,153
248,Melissa,Walker,ebrown@martinez-harper.biz,Finance,Accountant,31,8,1/7/2020,69227.86,TRUE,134
249,Jordan,Bailey,paulmiller@edwards.net,Operations,Store Associate,36,1,9/1/2021,39424.86,TRUE,143
250,Curtis,Rogers,nicole63@jones-cook.com,Customer Service,Team Lead,46,4,6/5/2015,43842.05,TRUE,226
251,James,Roberts,lindamoody@fisher.com,HR,Training Specialist,,1,11/14/2015,46819.41,TRUE,
252,Carlos,Underwood,gatesadam@davis-ward.info,Customer Service,CSR,49,1,6/29/2019,66851.46,TRUE,253
253,Jeffrey,Pena,robin28@murphy-shaw.org,IT,Support Technician,35,6,9/13/2025,101046.76,TRUE,13
254,Michelle,Mclaughlin,susan20@davies-bush.com,HR,HR Coordinator,9,8,4/11/2023,50923.49,TRUE,291
255,Sarah,Hernandez,reyesjeffrey@johnson.org,Marketing,Marketing Analyst,15,2,5/24/2017,137563.03,FALSE,36
256,Richard,Brown,kathryncampbell@burns-johnson.com,Customer Service,Team Lead,5,4,5/20/2018,76856.18,TRUE,
257,Whitney,Williamson,kaitlinjones@cooper-williams.com,Sales,Sales Associate,,8,3/11/2018,139913.85,TRUE,287
258,Pamela,Gray,dramirez@vega.com,Marketing,Marketing Manager,,5,5/8/2025,75862.88,TRUE,121
259,Laura,Munoz,susanholmes@fitzgerald.com,Logistics,Warehouse Associate,32,3,1/23/2016,133076.6,TRUE,145
260,Andrew,Smith,turnerjason@owens.info,IT,Support Technician,37,9,8/8/2014,32813.67,TRUE,180
261,Beth,Perez,simmonstimothy@smith-strickland.biz,Finance,Financial Analyst,24,1,7/15/2020,44659.95,TRUE,
262,Randy,Anderson,evanflores@lopez-lynch.com,Operations,Operations Manager,3,5,12/26/2022,127268.37,TRUE,62
263,Emily,Bell,harrisoncrystal@case.com,Customer Service,Team Lead,,6,11/16/2024,107206.29,TRUE,52
264,Jonathan,James,tonya73@stewart-rubio.net,Finance,Financial Analyst,2,7,5/20/2016,82073.7,FALSE,77
265,Robert,English,michaelklein@meyer.com,HR,HR Coordinator,6,4,10/12/2022,70190.35,TRUE,173
266,Leonard,Parks,rconway@beard-morrow.info,Finance,Financial Analyst,15,7,12/10/2017,57457.52,TRUE,186
267,Brooke,Obrien,amyarmstrong@myers-schwartz.com,Customer Service,CS Manager,,2,7/8/2023,98448.96,TRUE,
268,William,Sandoval,thomasdavid@carlson.info,Sales,Sales Associate,20,2,5/27/2023,76278.86,TRUE,23
269,Heather,Gillespie,blove@allen.com,Marketing,Marketing Manager,16,2,9/22/2018,62282.87,TRUE,10
270,Emily,Dean,danielhale@morgan.com,Finance,Finance Manager,24,6,12/1/2020,89728.45,TRUE,149
271,Kathleen,Boyer,jonessteven@trujillo-johnson.com,Logistics,Supply Chain Manager,4,2,1/25/2016,88726.51,TRUE,11
272,Andrew,Richardson,pmaddox@petersen-hansen.com,Operations,Shift Supervisor,,2,1/12/2021,74409.16,TRUE,281
273,Danielle,Newman,imendoza@may.org,Sales,Account Executive,39,2,11/22/2022,128235.74,TRUE,
274,Ruth,Perez,uwhite@yates-gaines.com,IT,Support Technician,48,3,8/31/2017,76056.77,TRUE,182
275,Michael,Deleon,gomeznicole@wong.com,Sales,Sales Manager,26,3,2/17/2019,106792.06,TRUE,146
276,Kristin,Cherry,dstewart@frey-smith.com,Finance,Controller,35,9,3/6/2024,125973.58,TRUE,85
277,Albert,Stout,edward81@moss.org,Sales,Senior Sales Rep,17,9,4/30/2015,142635.99,FALSE,
278,Susan,Thomas,kramernoah@hill.info,Finance,Controller,22,4,2/17/2018,64126.5,TRUE,130
279,Sheila,Riddle,mitchellwatkins@thomas-edwards.biz,HR,Recruiter,46,8,2/5/2024,44994.73,TRUE,152
280,Christian,Gutierrez,fvasquez@baker.info,IT,Developer,,5,12/28/2016,73056.06,TRUE,
281,Christopher,Baldwin,robertgallegos@king-johnson.com,Sales,Sales Associate,,1,7/2/2024,142747.1,TRUE,241
282,Chloe,Williams,jordan79@neal-graham.com,Finance,Finance Manager,17,3,12/2/2023,123693.9,TRUE,105
283,Travis,Mccoy,hopkinsmelanie@ray.com,Logistics,Warehouse Associate,,1,2/2/2018,95900.69,TRUE,30
284,Michael,Miller,cynthia32@smith.info,Marketing,Marketing Manager,43,5,7/25/2025,81940.69,TRUE,
285,Jessica,Hodges,charlesanderson@harmon-bryan.biz,Sales,Account Executive,,8,1/15/2024,38695.09,TRUE,
286,Angelica,Douglas,chavezdoris@clark-berger.net,IT,Developer,13,2,11/8/2024,53267.45,TRUE,96
287,Jacob,Travis,fostertammy@anderson.com,Operations,Store Associate,23,5,7/2/2018,136649.88,TRUE,17
288,Robert,Torres,carlythomas@wang.com,Marketing,Campaign Lead,,8,9/24/2021,101388.7,TRUE,284
289,Meghan,Howell,elizabeth59@watkins-long.com,Operations,Store Associate,40,4,4/24/2019,55875.4,TRUE,53
290,Brad,Powell,griffinjamie@davis.com,Sales,Senior Sales Rep,28,6,7/15/2020,81049.57,TRUE,196
291,Sharon,Turner,jeffreymolina@cobb.net,HR,Training Specialist,,7,2/18/2017,126549.14,TRUE,238
292,Jessica,Silva,ginasmith@golden-johnson.com,IT,Data Analyst,,1,7/31/2016,94724.11,TRUE,
293,Kevin,Roberts,pmedina@tran-oconnell.org,Marketing,Marketing Manager,,3,8/30/2024,72248.59,TRUE,297
294,George,Casey,fhale@fletcher.com,Operations,Inventory Clerk,,3,7/1/2025,90869.28,TRUE,55
295,Angela,Cobb,kimberly84@thompson-shepherd.com,HR,Recruiter,10,6,11/15/2024,109233.03,TRUE,278
296,Wendy,Pennington,amandaharris@brown-smith.biz,Logistics,Supply Chain Manager,8,9,9/2/2022,118168.52,TRUE,271
297,Johnny,Higgins,cbrown@harrison-rivera.biz,Sales,Sales Manager,,4,4/14/2021,123453.32,TRUE,174
298,Jonathan,Chavez,charlesmays@delacruz-grant.com,Finance,Accountant,32,4,6/14/2020,132520.24,TRUE,28
299,Victor,Sutton,pmorris@johnson.info,Finance,Finance Manager,,7,9/7/2023,104020.17,TRUE,73
300,Pamela,Thomas,mcdanielcynthia@miranda.org,Marketing,Marketing Analyst,22,1,12/15/2017,127439.63,TRUE,18
